Restaurant,Reviewer,Review,Rating,Time,VADER_Score,Sentiment
Over The Moon Brew Company,Akash Ramteke,extreme lively place great music great food disappointed beginning service made top service later pizza good brewed beer,5.0,2019-05-04 08:47:00,0.8765,2
Over The Moon Brew Company,Ankit Shrivastava,located gachibowli place perfect place unwind weekend loved ambience outside inside staff courteous prompt serve good variety draught beer must try recommended,5.0,2019-05-03 22:25:00,0.9393,2
Over The Moon Brew Company,Harshwardhan,place decently crowded thursday evening ambience nice perfect music added life whole setup coming menu good amount beer option choose ordered apple cider beer amazing food option ordered three cheese mushroom california chicken pizza item good great experience also would like give shoutout keshav prompt service,5.0,2019-05-03 10:42:00,0.9709,2
Over The Moon Brew Company,Ashish Prabhakar,ah otm say beauty spot cold beer otm make best timesditch usual choice try inhouse speciality regret bringing microbrewery culture hyderabad place must anybody looking chill beer eat time plus game head let hair little would recommend place p try apple cider beer itll blow beer water,5.0,2019-05-03 08:31:00,0.929,2
Over The Moon Brew Company,Rahul Khatri,restaurant ambience nice food tasty cost reasonable staff polite offer different variety beer taste amazing,4.0,2019-05-02 17:14:00,0.765,2
Over The Moon Brew Company,Pragnya Molahalli Dinesh,first time food beer great ordered white high pitcher mutton kheema kothu parotta basil chicken tikka three cheese mushroom beer hint citrus subtle sweet taste kothu parotta melt mouth delicious chicken cooked perfectly mushroom crisp served crunchy element table incharge keshav ensured order time pleasant experience kudos highly recommend place food beer ambience,5.0,2019-05-02 04:49:00,0.9761,2
Over The Moon Brew Company,SHITIJ RAJ,superb place awesome place awesome drink food management stuff courteous good customer service know drink food order thats amount customisation place offer nirjan server absolutely amazing overall star place date friend gathering reunion lot,5.0,2019-05-01 23:01:00,0.977,2
Over The Moon Brew Company,Sandhya Pradhan,loved food ambience staff courteouswould like recommend steward makhan extremely helpful courteous ordered devil cocktail found taste little confused probably work cocktail taste husband ordered beer sampler glass stout beer later enjoyed complaint beerkeep good job going,4.0,2019-05-01 22:06:00,0.9308,2
Over The Moon Brew Company,Seshagiri Rao,place hang friend soothing music great service loved completely variety beer munchies go great beer,5.0,2019-05-01 10:59:00,0.9371,2
Over The Moon Brew Company,Pravalika0203,superb service awesome food nice place friend family good ambience lovely music friendly staff creamy mushroom good,5.0,2019-05-01 07:51:00,0.9796,2
Over The Moon Brew Company,Ashish Bisht,place become friday evening mainstay hyderabad food awesome brewed beer must usually apple cider along burmese parcel absolutely amazing service also really good,5.0,2019-04-30 23:06:00,0.9079,2
Over The Moon Brew Company,Sadiya,decent place went saturday night disappointed restaurant allowing kid one didnt let u ordered veg platter truck load filling couldnt eat anything also ordered apple cider beer white high beer decent enough also wanted try moonlit one sad know wasnt available service best thing said mr sarveshwar quick request made great suggestion give sole reason review rating instead thing lil lull experience stopped music midway dropped mood spirit lil wish restaurant going till end ambience food price service,4.0,2019-04-30 22:54:00,0.8914,2
Over The Moon Brew Company,Krishna Marakkagari,nice place food outstanding service good american ale good vietnamese rice bowl boti kebab taste authentic niranjan service nice,5.0,2019-04-30 15:19:00,0.9431,2
Over The Moon Brew Company,Phani Dileep,actually struggled place drink good buffet doesnt last totally classy atmosphere buffet area good vibe first floor brewery one best little costly caution stag majority time wont allow u ground floor evening kind suck though finally value money date team else little expensive,4.0,2019-04-30 00:49:00,0.9444,2
Over The Moon Brew Company,Prateek Singhal,customer service bad ordered lobster served u prawn lobster shell lot argument chef accepted yes add prawn per lo aster meat also everyone waiter manager telling different thing,1.0,2019-04-30 00:24:00,-0.5494,0
Over The Moon Brew Company,Shubham Sharma,awesome experience staff specially kundan really kind attentive beer really nice thanks great experience,5.0,2019-04-29 22:25:00,0.9593,2
Over The Moon Brew Company,Anshul,good place hangout friend good ambiance good food great musicalsp good outdoor seating staff well polite kundan served u well professional,5.0,2019-04-29 22:24:00,0.9705,2
Over The Moon Brew Company,Anshul Toshniwal,awesome place hang kundan provided great service must visit try food especially chana dal poori soothing music nice ambience,5.0,2019-04-29 22:23:00,0.9231,2
Over The Moon Brew Company,Ikhita Singh Samanta,went friend apple cider beer must try starter cheese layer mushroom burmese wrap also must try starter pizza good crust could little crunchy pasta ok ambience nice dj play latest song floor filled people waiter sarvesh courteous,4.0,2019-04-29 00:22:00,0.8567,2
Over The Moon Brew Company,Japneet Singh,ask makhan visit great service good beer fermentation smell get people uneasy beer lover surely appreciate,4.0,2019-04-28 15:03:00,0.9403,2
Over The Moon Brew Company,Raja Atreya,lit ambienceloud music great beer apple cider probably best town service little slow coz large croud perfect outing friend weekend,4.0,2019-04-28 13:56:00,0.9442,2
Over The Moon Brew Company,Devina Mohan,ambience place amazing good music three type seating arrangement inside lobby open space option good book place advance avoid hassle place remains crowded specially weekend hospitality place also good serve food nicely even though place crowded made sure ask experience customer apple cidar one best brewed beer ever tasted alcohol content appropriate bitter must try place froscher another good brewed beer veg dimsums great taste stuffing spinach corn cheese served three different kind dip one dip spicy one taste honey last one green chilli dipped white vinegar chur chur paneer bhurji onion ring palad perfect combination north indian food lover though naan wasnt chur chur plain naan paneer bhurji cooked well brings taste north india best starter burmese parcel sweet chilli sauce extremely good taste hyderabad highly recommend visit place,4.0,2019-04-28 10:43:00,0.994,2
Over The Moon Brew Company,Alekhyaprasanna Reddy,parthu awesome towards guest gave service looking forthank warm service beyond excepted,5.0,2019-04-27 23:56:00,0.7184,2
Over The Moon Brew Company,Chinmay Das,nice place hangout friend live music enjoy brewery drink waiter friendly approachable cheer,4.0,2019-04-27 20:50:00,0.9461,2
Over The Moon Brew Company,Vipin K,one favourite brewery visit hyderabad great music ambience ask keshav super attentive ensure best time,5.0,2019-04-27 20:10:00,0.9441,2
Over The Moon Brew Company,Josh Ghosh,otm food awesomelager awesomeambience awesome frequent prost place par prost guysonly one area improve staffingupskill menuwhen asked suggest best risotto quoted sab hai like kichdiso hope look add cheese cake dessert menu proper one,4.0,2019-04-27 16:49:00,0.91,2
Over The Moon Brew Company,Umakanth Reddy,fan brewery u visit place tasted three beer taste good food nice ordered chicken tandoori fish style murgh everything perfect serving also fast zomato gold additional bonus felt allow stag weekend upstairs least entry fee rest everything perfect,4.0,2019-04-27 15:30:00,0.9643,2
Over The Moon Brew Company,Raghav Goud,awesome experience courteous treatment deepak great hospitality manager team great place spend leisure time thank otm guest,5.0,2019-04-26 20:16:00,0.959,2
Over The Moon Brew Company,Ramesh G,awesome service food drink especially lunch concept pretty cool love keshav service hospitality try lager beer,5.0,2019-04-26 13:09:00,0.9336,2
Over The Moon Brew Company,Dr.vamsikiran,place ambience goodonly sour point waiter kundan told u change place soon seated maybe accommodate regular guest tip welli zomato gold membership showed sameinstead taking photo samehe started surfing phone objectedhe denied checking phone though food place goodthe waiter spoiled mood creepy attitude cost two star,3.0,2019-04-26 12:29:00,-0.4404,1
Over The Moon Brew Company,Sai,nice brew hang serving u really fast thank partho next highway negative stand limited choice vegetarian nonvegetarian really good,4.0,2019-04-25 23:43:00,0.4463,2
Over The Moon Brew Company,Krishna Bhavanasi,excellent food service niranjan karunakaran made day nice tender chicken german wheat beer uttar wonderful place hangout,5.0,2019-04-25 20:28:00,0.8807,2
Over The Moon Brew Company,Alka Ranjan,place awesome ambience great food beer best best part service especially niranjan guy kind polite,5.0,2019-04-25 18:45:00,0.9694,2
Over The Moon Brew Company,Shubham Rajak,went catch friend near orr entrance right beside main road interior well done brewing machine display centre attraction people visiting seating plush comfortable choice food aplenty service prompt homely preparation plating everything perfect liked lemon soda weird taste good,3.0,2019-04-25 17:46:00,0.7877,1
Over The Moon Brew Company,Anupam Acharya,moon brewery get lot beer try tried apple cider stout two others think one called moonlit pretty good food superb well burmese parcel nacho french fry prawn chicken kebab chicken popper mutton kebab place jas good music later night people dance overall amazing experience hyderabad seemed cover everything,5.0,2019-04-25 11:59:00,0.9623,2
Over The Moon Brew Company,Arpit Singh,makhan provided really good service must place go must try belgian beer stout chicken platter good fry platter good go vegetarian,5.0,2019-04-24 23:34:00,0.8828,2
The Fisherman's Wharf,Himanshuwadhwa11,one best restaurant visited till date hyd amazing ambience delicious food extremely courteous staff pro making different delicacy try make sure customer walk satisfied must visit restaurant amazing north indian food specially dal makhni paneer butter masala dessert also amazing complete value money,5.0,2019-05-25 17:56:00,0.984,2
The Fisherman's Wharf,Jasmin,special occasion call unique celebration accompanied fantastic fare dinner last night fisherman wharf one memorable experience spread across acre multiple dining section carved around garden courtyard transport coast choose sit one mangalore tiled pavilion mist fan earthy furniture coming food started masala fried prawn marinated toddy vinegar accompanied soft paos prawn hint tanginess one best recent time chicken xacuti boneless chicken piece wrapped robust spice scrumptious went well tandoori roti pao goan style coconut base fish curry came along rice enjoyable exemplar sweet ending classic bebinca along vanilla icecream complete meal setting food moreover gracious service made top notch experience u redemption zomato gold offering paid three adult one child,5.0,2019-05-22 16:55:00,0.9328,2
The Fisherman's Wharf,Arunraj R,undoubtedly best restaurant gachibowli get fresh fish masala love suresit roof top enjoy nicenbreezy air feel goa,5.0,2019-05-21 23:09:00,0.9403,2
The Fisherman's Wharf,Ruby Mathews,lover seafood goa vibe charm place definetly must try good weekend option lazy lunch huge variety sea food cuisine live counter live music bar section lot activity kid ofcourse elder vibe place make fall love p choose outdoor seating lively atmosphere ofcourse weather hyderabad mind depending season,4.0,2019-05-21 13:18:00,0.946,2
The Fisherman's Wharf,Mula Renuka,place huge rustic give real goa vibe sure would get amazing non veg sea food good veg option well five six visit place covered entire vegetarian menu mouth watering delicious also live music friday,4.0,2019-05-20 20:53:00,0.9468,2
The Fisherman's Wharf,Arpa Ghosh,sunday evening wife got serious craving sea food first name came find fisherman wharf last trip goa opportunity visit outlet near mobor beachsouth goa wont say awesome food experience blown away ambiance although opened outlet hyderabad quite sometime somehow yet visit sunday th may time redemption visited place around pm evening watching sheer number car parked could figure full house ambiance reservation table courteously greeted taken inside indoor seat panjim restaurant would loved outdoor upper deck seat unfortunately reserved starting decor live music lighting well could say place lively ambiance may good south goa outlet lagging far either rating service seated indoors panjim restaurant himanshu incharge table polite courteous efficient prompt taking order u food came literally time topnotch rating food tada come big deal wife prawn curry rice fish chip prawn curry thick gravy prepared coconut milk goan spice tasted yum served steamed rice fish chip fillet well size fillet really generous tasted really well served tarter dip really impressed food get coastal flavor hyderabad pure bliss rating value money hmm important point food served worth price absolutely yes bill around thousand buck amazing dinner complaining rating let calculate rating ambiance service food vfm final thought love live music goan shack kinda experience good sea food must visit probably one best place chill hyderabad,4.0,2019-05-20 10:28:00,0.9973,2
The Fisherman's Wharf,Pratiksha Sable,visited place month ago werent accommodating month old baby u led u walk asap relatively low customer service u complaint food tried fishchips prawn curry rice last week decent,2.0,2019-05-20 10:22:00,-0.7845,0
The Fisherman's Wharf,Deepak Raj,one best fine dining restaurant hyderabad superb ambiance great service personally loved place way treat tried spring roll tempura squid drum heaven fish nam prik pao fish tasted awesome overall starter great disappointed coming main course tried mixed veg pulao dak bungalow chicken pulao could better one problem need pay raita gravy go pulao overall one enjoy ambiance food better reservation weekend ambiance taste quality quantity service presentation,4.0,2019-05-18 19:14:00,0.9909,2
The Fisherman's Wharf,Tanvi Garg,food great surprisingly even veg food good ordered variety veg non veg starter food simply awesome staff coordial live music goa feel add lot fun believe photograph talk amazing ambience offer,5.0,2019-05-18 15:34:00,0.9657,2
The Fisherman's Wharf,Upasana Motani,great ambiance theme goa id say better goa food amazing service great everything organized favorite dish would pasta would definitely love visit,5.0,2019-05-18 03:04:00,0.9868,2
The Fisherman's Wharf,Sawan Suman,goan themed restaurant great picturesque view vastly spread great place chill around day price bit higher side ordered zafrani paneer tikka amritsari fish tikka butter garlic prawn starter fish tikka okayish paneer nice prawn delicious tried thai green chicken curry jasmine rice main course along buttergarlic naan daal tadka paneer butter masala loved thao curry offer multiple option cocktail mocktails however price bit high pocket best long island ice tea till date great experience,4.0,2019-05-16 15:04:00,0.9842,2
The Fisherman's Wharf,JashwanthBoppana,family mainly ambiance appetizer amazing another main asset restaurant way presenting food,5.0,2019-05-16 12:41:00,0.743,2
The Fisherman's Wharf,Suvashri Dey,excellent ambience great food service starter dessert mocktails absolutely delicious main course average thats make place star fine dining restaurant different section open covered named goan beach fresh catch section choose fish crab lobster ask prepare,5.0,2019-05-15 02:15:00,0.9422,2
The Fisherman's Wharf,Gautham Maheswaran,goan food best place good sister outlet goa mimicking goan ambience place breezy beautiful evening dining experience food great flavour brilliantly cooked juicy prawn coconut sambol like side tingle taste bud southern fish fry masala fried prawn delight great lighting courteous staff tried south indian fish curry rice probably best ive dish made must try masala fried prawn kadhai jhinga mutton xacuti pinwheel delight mushroom would give prawn,4.0,2019-05-14 08:44:00,0.9794,2
The Fisherman's Wharf,Sagarika Roy,ambience really good food good especially starter delicious butter prawn best given great service mr naveen would definitely recommend place,5.0,2019-05-10 18:50:00,0.9738,2
The Fisherman's Wharf,Mythreya Kommajoysula,one best place chill hyderabad long week hard work love place ambiance reminds goa food definitely yes love prawn sea food especially butter friend prawn prawn balchoa drink added flavour would recommend nice evening check reservation hand first time went wait min service great overall star rating,5.0,2019-05-10 01:35:00,0.9754,2
The Fisherman's Wharf,Moge Basar,good nice sunday brunch buffet two inr worth deal id say ambience also great get lot seating option would recommend,5.0,2019-05-08 23:17:00,0.9217,2
The Fisherman's Wharf,CA Sai Sita Bommakanti,place make feel like shore beautiful beach goa sipping favourite drink taking whole feeling designed make feel like vacation tick right box foodie like different section restaurant named various place goamaking perfect place feel like vacation potato rechado spicy flavourfulmushroom tonak mix veg foogath vegetable pulao main course enjoyed well place u want try goan cuisine,5.0,2019-05-08 18:20:00,0.9712,2
The Fisherman's Wharf,Ravi Varma,perfect place corporate dine out great time team dinner wide variety goan dish food well beverage bit expensive ok private space good margarita lounge,5.0,2019-05-08 03:28:00,0.9022,2
The Fisherman's Wharf,Abhishek Kolpuru,overpriced coming weekend doesnt make food tasty fish good flavor food ambience,3.0,2019-05-07 12:25:00,-0.6358,1
The Fisherman's Wharf,Anjali Lal,best place hyderabad ambience par class food nice service always nice love live music love love love crowd managed well,5.0,2019-05-05 13:19:00,0.9829,2
The Fisherman's Wharf,Harshet Agarwal,little goa place feel took goa jiffy great place chill friend colleague seletion item menu epic pork beef seafood restaurant hyderabad wonderful go place hyderabad,4.0,2019-05-04 15:57:00,0.8979,2
The Fisherman's Wharf,Amit Bikram Mohanty,good place dineout friend feltlikegoa awesome ambience sweet live music delicious food hangoutwithbesties location little bit outskirt worth visiting place staff polite friendly provided good service u amustvisit,5.0,2019-05-04 01:03:00,0.9656,2
The Fisherman's Wharf,Diandeh Nath,great food superb ambiencei must say never tested fresh prawn even goatom yum soup must try soupsthen fish choose roasted freshly youit tinkled test budsa must visit place food lover limited sea foodi sure visiting,5.0,2019-05-02 21:30:00,0.9556,2
The Fisherman's Wharf,Anuraag715,nice place food cocktail great expensive side worth feel good factor great service team management,4.0,2019-05-02 19:35:00,0.946,2
The Fisherman's Wharf,Karthik Dheeraj,went team lunch lavish buffet like sea food grilled stater main course dessert staff friendly explained menu recipe thanks staff suggesting food according taste wonderful service given siraj ashish anoop srikanth thank guy vist like ambience interior,5.0,2019-05-02 14:59:00,0.946,2
The Fisherman's Wharf,Kiran Reddy,lovely location really vast place great ambience friendly courteous staff great sea food loved crispy calamari decently priced,4.0,2019-05-01 18:57:00,0.9748,2
The Fisherman's Wharf,Madhav,costly taste ok service people dont manner also zomato gold went going get free starter started treating cheaply warning never go zomato gold throw cheap look treat cheaply,1.0,2019-04-30 15:58:00,0.5574,0
The Fisherman's Wharf,Nilkanth C Patil,wonderful ambiance one must go place hyderabad good food however reduced one star coz stopped brewery serving draught beer,4.0,2019-04-29 13:53:00,0.6908,2
The Fisherman's Wharf,Buddiga Sindhuri,ya started starter say ordered stuffed crab spicy thought spicy adding pepper salt gave taste around guess fish starter also good spicy yum many piece given toothis hotel famous sea foodthought famous sea food asked lobster could able provide suggestion add varities sea food available india tooi felt like limited edition varities available herethen tummy full starter came devil chocolate cake oh gosh like heaven around hotel gave goa touch buffet everything live music toococktails mocktails available toothe waiter also dressed theme beach good place take picture also ambience food service cost resonable,5.0,2019-04-28 17:52:00,0.8176,2
The Fisherman's Wharf,Priyambada Choudhury,one favorite term seafood variety ambience snagged goa charm pretty perfectly loved prawn butter n garlic best love try bebinka definitely recommend revisit,5.0,2019-04-27 17:45:00,0.984,2
The Fisherman's Wharf,Monika Pandey,place really good n relaxing ambiance loved place food good worth giving try live music add,4.0,2019-04-27 09:36:00,0.9309,2
The Fisherman's Wharf,Hyderabadisbest,went group lunch buffet place easy find entry option choose either ac outside heat went inside starter soup served table numerous starter good starter actually make full waiter friendly helpful asked multiple time starter repeated main course good huge spread best part dessert awesome next time would like go evening outdoor seating ambience,4.0,2019-04-27 09:12:00,0.9817,2
The Fisherman's Wharf,Dan,great place seafood hyderabad goan style beautiful ambience lovely live music must visit place food lover overall great experience visit service quick friendly,5.0,2019-04-27 02:28:00,0.9735,2
The Fisherman's Wharf,Shivani Balmuri,bad,1.0,2019-04-25 22:41:00,-0.5849,0
The Fisherman's Wharf,Sourav Tripathy,ambience place amazing place usually away city there sense calm wanted try seafood hyderabad guess best place available complaint buffet lune till friday option weekend usually limited,5.0,2019-04-25 10:28:00,0.802,2
The Fisherman's Wharf,Sohail,place couple time finally found time share review great ambience tasty food chicken delicious juicy one also try fry place would recommend people visit place best time click photo place would sunset time want hear good live music weekend best,4.0,2019-04-24 10:51:00,0.9888,2
The Fisherman's Wharf,Chef Tiwari,beutifull indoor outdoor sitting delicious foodwe ordered man chicken soup ok loose prwans good crispy chilly pork yummy service good,5.0,2019-04-23 04:52:00,0.9296,2
The Fisherman's Wharf,Abhishek Shanker,bad sunday lunchthe place might good evening ambiance afternoon inside closedmost ordinary room music chatter guest mood spoiler extremely slow service food tasty thats reason one could visit place,2.0,2019-04-22 22:01:00,-0.4767,0
The Fisherman's Wharf,Rajat Bhatnagar,kind food good wrt al carte go famous dish eg crispy chicken disappointment experimenting either dish day mark sometimes pricey regular visit,5.0,2019-04-22 19:07:00,0.681,2
The Fisherman's Wharf,Niharika Rayat,absolutely loved place highly recommended food delicious exotic hygienic tried lobster prawn red wine wanted try crab kind wine available maybe keep menu item stock may get item listed ambiance beautiful live music great lightening party nice dinner service satisfied prepare food like would like asking instruction waiter polite nice served u cake went birthday celebration pastry still nice gesture,5.0,2019-04-22 16:03:00,0.992,2
The Fisherman's Wharf,Yuvan Kumar,ambience tell everything place reminds goa must place dinner food tasty try goan delicacy,5.0,2019-04-21 19:29:00,0.0,2
The Fisherman's Wharf,Md Mudasser,waste money worst place nd waiter cooperativewe call nd ask bring starterzero starone worst experience ever,1.0,2019-04-21 16:49:00,-0.9001,0
The Fisherman's Wharf,Rajen_6packfoodie,packfoodie go fisherman wharf food main review ambience courtesy staff zomato gold experience reserve table expect get seat preference booked table seat preference outdoor seating issue lady attending u directly said youve booked indoor seating show detail booking said outdoor seating reserved case guy please update page disappointed finally discussion decided sit upper floor good view since outdoor seating reserved even prior booking moving let go food ambience entire olace goan vibe area huge lot space table section divided shack like structure named beach goa drink liit one best liits hyderabad lime mint juice also tasty food ordered beef chilly fry tenderness meat perfect spice level presentation worth price per size menu speciality lobster prawn pomfret chose butter garlic tiger prawn presentation taste class apart spice balance fantastic come worst zomato gold experience ordering woukd expect unlocked zomato gold mean lowest priced dish complimentary beef chilly fry case since lower priced among two guy served u didnt come bill another guy came saying give lower priced dish complementary per size menu included zomato gold mean pay everything never mentioned anywhere neither informed u guy served u amd later camouflaged somewhere pay entire bill irrespective zomato gold unawareness staff later ordered one dish take away made complementary potion size value money youre looking olace youre sea food lover want goan ambience hyderabad thumb peace,3.0,2019-04-21 10:40:00,0.9739,1
The Fisherman's Wharf,Gaurav Gupta,went trip hyderabad place really huge best thing place food variety drink dessert fish price wise expensive food quantity great bit late still arranged proper food u,5.0,2019-04-20 23:20:00,0.7984,2
The Fisherman's Wharf,Rajesh Raj,amazing place feel wow special pizza really yummy wich call classic mojito excellentand music service everything overall excellent special thanks mr rahul politely enjo lunch,5.0,2019-04-20 23:02:00,0.9729,2
The Fisherman's Wharf,Wagsman09,waiting since long visit place one fine breezy evening ive dinner great spacious open space sit chill long say great ambience sit relax near outer ring road space great customer service good food delicious must try sea food space fish food service amazing hygiene vfm worth visiting yes,4.0,2019-04-20 19:42:00,0.9852,2
The Fisherman's Wharf,Venkateshwar Jayakanth,wary visit summer hot ventilated properly average food alcohol content drink average ambiance good,2.0,2019-04-20 14:19:00,0.4404,0
The Fisherman's Wharf,Yamini Natarajan,away city set perfect location beautifully lit essence goa lingers sea food lover place amidst hill hyderabad tawa fry fish must try service fantastic music mostly great ambience hand winner good food along perfect mix cocktail goan style dish would take taste bud literally goa special occasion like diwali holi also welcomed like home family friend fit good finding place weekend could time taking recommend pre book table,5.0,2019-04-18 19:25:00,0.9933,2
The Fisherman's Wharf,Palak Jain,love goa place nostalgic sectons divided name place goa like panjim colva baga etc dont need give second thought ambience perfect date group good place corporate party friendly staff food awesome veg well nonveg must try chilli paneer nacho fried rice chilli chicken prawn alcohol mention menu available worry even beer cocktail try mojito cosmo mai tai sangria tried best,5.0,2019-04-17 00:26:00,0.976,2
The Fisherman's Wharf,Ravi Kumar,couple time nice ambience lot place sit courteous staff member wil want visit place food also nice think indian restaurant start asking spice requirement dont end getting spicy food,4.0,2019-04-14 22:43:00,0.8481,2
The Fisherman's Wharf,Abhijit Aachi,love sea food lot wide number animal eat great ambiance friendly staff non vegetarian enjoy place sure liquor price goan price,5.0,2019-04-14 01:38:00,0.9538,2
The Fisherman's Wharf,Sruti Misra (Foodicted),fisherman wharf basically goan themed restaurant huge seating area outdoor seating facility well indoor seating arrangement also buffet area pub area rooftop area etc ambience beautiful coming food ordered steamed rice jeera rice zaffrani paneer tikka recommended dal fry chicken butter masala recommended mixed veg virgin mojito recommended ice gola wide range menu continental cuisine indian cuisine quality food amazing staff cordial service fast price slightly higher side ambience service food price would recommend everyone visit place loved one spend quality time pretty sure disappointed,5.0,2019-04-14 00:36:00,0.9765,2
The Fisherman's Wharf,Syed Fayazuddin,place today team lunch third visit experience restaurant never opt buffet go la carte regret,5.0,2019-04-12 21:32:00,0.3252,2
The Fisherman's Wharf,Srinivas Varma,food service ambience list long time checked well goan themed restaurant nailed whole decor coming food went pm much choice menu ordered fish finger chicken starter turned good definitely try,4.0,2019-04-12 17:09:00,0.7717,2
The Fisherman's Wharf,Faisal Mohammed,place open seating give good airy feeling music good occupancy week day ordered catch day lobster pomfret fish ordinary lobster done well main course super prawn fried spicy full flavour star night chicken caphreal looked like palak paneer first distinct goan flavour spice higher side nice place would suggest stick menu avoid catch day,5.0,2019-04-11 02:28:00,0.8439,2
The Fisherman's Wharf,Lopamudra Tripathy,become go place went sunday evening really good time delicious food band performing also nice ordered stuffed crab would say must try dish mouth melting main course goan prawn curry rice good also fresh catch counter select customize sea food,4.0,2019-04-10 21:53:00,0.9433,2
The Fisherman's Wharf,Shovit Chowdhury,got awesome ambience must visit place sea food lover live music add elegance moment food quality amazing staff polite kind,5.0,2019-04-10 21:05:00,0.9571,2
The Fisherman's Wharf,Moonis Ahmed,went lunch friend given near place heard rave review decided give try lunchtime place patron service good took outside seating ordered nacho platter chicken drum heaven tawa murg khatta pyaz kadhai chicken accompanied butter naan nacho crisp came delicious topping salsa cream cheese chicken dish delicious distinct taste chicken piece quite chunky juicy really liked chicken drum heaven crunchy outer covering batter juicy inside overall dish must try large menu variety know ill coming back sure try signature fish prawn lobster fare ambiance service food value money,4.0,2019-04-07 23:18:00,0.9892,2
The Fisherman's Wharf,Anubhav Mishra,dun bombard menu many thing great hospitality tasty food make place happening coming place ever,1.0,2019-04-07 14:34:00,0.6557,0
The Fisherman's Wharf,Nawaz Mohammed,third visit restaurant surely im going huge restaurant spacious seatingthey outdoor seating indoor seating bar areabuffet area roof top area pretty huge placeand every bit restaurant amazing ambiance spot onwaiters dress code good service amazing perfect knowledge servingand always ready help dinner hospitality awesome one washroom meh coming foodi tried many dish like thai green currybutter garlic fried rice stuffed crab fish chip alfredo pasta cheez garlic bread order thai curry every time goit come rice creamy fresh reason gave star lack consistencyit tasted different three time tried good different consistency matter stuffed crab amazingoverall must visit resturant expansive one worth visit sujest night time around good time go,4.0,2019-04-06 10:18:00,0.9828,2
The Fisherman's Wharf,StomachFull/Fool,place good ambiance weird experience food menu drum heaven mentioned chicken wing served drumstick instead upon enquiring respective guy tried convince u drum stick drum heaven show menu explained difference cry loud said mistake menu went next u guy judge,3.0,2019-04-05 19:49:00,0.8294,1
The Fisherman's Wharf,Gowtham Mahesh Balina,visited place thursday dinner buffet kindly try limited option starter choice spread really poor even selection alcohol basic service could much better buffet section drink order need provided overall total disappointment food service ambience kindly try evening buffet bad,2.0,2019-04-04 23:40:00,-0.5234,0
The Fisherman's Wharf,Shashidhar Naidu,ive girlfriend weekend ambiance soulful bit expensive food good staff could professional girl enjoyed lot say hitting gachibowli road long ride stopby,5.0,2019-04-04 17:04:00,0.8519,2
The Fisherman's Wharf,Asha Akunuri,place wednesday evening family dinner weekday also place crowded place spacious much talk ambience pretty simple service best ordered veg machow soup fisherman wharf special soup butter garlic prawn masala fried prawn fried fish badami broccoli goan prawn curry chicken wing egg fried rice curd rice tasted decently good except egg fried rice must try badami broccoli butter garlic prawn chef special soup tasted extremely delicious special mention curd rice,4.0,2019-04-04 11:40:00,0.9698,2
The Fisherman's Wharf,Tathagat Verma,ambiance setup basically theme superb cordial staff efficient highlight course food try fried squid butter garlic prawn bit expensive worth music little top unpleasant time,4.0,2019-04-03 02:59:00,0.4861,2
The Fisherman's Wharf,Gopinath Gunturu,food wasnt expectation friendly staff ambience really good live music soothing would definitely visit overall thumb replicating goa experience,4.0,2019-04-01 11:48:00,0.899,2
The Fisherman's Wharf,Riyaz Ahmed,place good friend famlilythey good variety appetiser service freindly visit twise hotel also seafood verity superb dj also great experience nice thakk,4.0,2019-03-31 23:26:00,0.9201,2
The Fisherman's Wharf,Siddu,situated end city spacious ambience make u feel like goa theme restaurant like fisherman place number sea food item available select fish make prepare customisation way visited friend party ordered many item satisfied taste soup tasted bad prawn fish item much tasty potato starter good squat fish good ordered lemonade much great tasted,3.0,2019-03-31 00:32:00,-0.6852,1
The Fisherman's Wharf,Mahesh Kumar Unnam,awesome food ambiance alwaysbest place spend weekendprebook table avoid waitingzomato gold acceptance good,5.0,2019-03-30 11:00:00,0.7096,2
The Fisherman's Wharf,Raghuram Kurella,visit place dinner coz summer feel much hot afternoon cant feel taste food nice place corporate team outing food good absolutely taste dessert first,4.0,2019-03-30 00:01:00,0.6908,2
The Fisherman's Wharf,Anusha Sinha,hi guy went part office party cant really comment al carte ambience really cool full mark guy replicating goa great way seafood variety superb place good people eat sea food dj also great load fun,4.0,2019-03-29 00:31:00,0.9744,2
The Fisherman's Wharf,Ranodeep Sen,goa hyderabad guy cracked juggernaut ambience service food drink value money love goa place hyderabad wonder packed weekday wednesday,4.0,2019-03-28 11:27:00,0.717,2
The Fisherman's Wharf,Pink Beforeuleap,excellent foodand amazing service jamiruddin fish fresh one must try prawnslobsters bebinca short complete worth price,5.0,2019-03-27 15:38:00,0.8999,2
The Fisherman's Wharf,Krishtanvi,place time best hyderabad sea food ambience service cost worth best best love ordered tandoori pomfret fresh perfectly cooked prawn excellently done cooked drum heaven heavenly main course absolutely mouth watering food served hot staff courteous anoop one staff helpful kind would recommend family friend couple anyone enjoys good food ambience,5.0,2019-03-26 20:01:00,0.9958,2
The Fisherman's Wharf,Gaurav Yadav,never knew great place near home chill weekend really good beer non veg starter good ambience quick service best sea food hyderabad,5.0,2019-03-26 17:22:00,0.9402,2
The Fisherman's Wharf,Anurag Singh Rajput,slow service took u hour dinner totally disappointed respect amount money charging,2.0,2019-03-25 22:31:00,-0.0076,0
